cell50,x50,y50,lon,lat
3339,-350000,435000,-99.5018828626211,26.9170141873947
3343,-150000,435000,-97.5013649630696,26.9648230106817
3346,1550000,435000,-80.620367536807,25.8320909902072
3351,-150000,385000,-97.4935033037056,26.510471868983
3353,1500000,385000,-81.1850277610521,25.4540236656065
33,-1500000,3035000,-116.360221072417,48.8678199767522
52,-1450000,2985000,-115.56326990492,48.5179625451974
174,-1200000,2835000,-111.924928927009,47.6018169236374
241,-800000,2785000,-106.597960766393,47.6572932255493
272,2100000,2785000,-68.8297909872228,45.332814591009
287,-1650000,2735000,-117.426212950884,45.9220115461018
294,-1300000,2735000,-112.989881418549,46.5556400293361
337,2150000,2735000,-68.4011099872722,44.7742499377212
345,-1950000,2685000,-120.989674867264,44.832955205107
390,300000,2685000,-92.0665480964572,47.1003219121314
414,-2100000,2635000,-122.640537782803,44.0393844095719
417,-1950000,2635000,-120.826085969434,44.3993522314136
428,-1400000,2635000,-114.021519900845,45.5047781306659
429,-1350000,2635000,-113.392423274916,45.5881268522259
432,-1200000,2635000,-111.496069838998,45.8206357339976
448,-400000,2635000,-101.206415784053,46.6057914666366
450,-300000,2635000,-99.906521694385,46.6490530153275
459,150000,2635000,-94.0459175605674,46.6908001888111
478,1750000,2635000,-73.6221190079452,44.8408043371509
489,-2150000,2585000,-123.065454068782,43.4840375295328
520,-600000,2585000,-103.747013091109,46.0330760149376
533,50000,2585000,-95.3529946443367,46.2520835749349
546,700000,2585000,-86.9690301666637,45.9536425228983
572,-1850000,2535000,-119.299442171233,43.7557312276321
591,-900000,2535000,-107.51094696052,45.312004604036
628,950000,2535000,-83.8563187970819,45.2561902140513
658,-1450000,2485000,-114.282524899195,44.0966126165839
659,-1400000,2485000,-113.666766123631,44.1809357386755
735,-1500000,2435000,-114.773918404995,43.5700430764301
739,-1300000,2435000,-112.323306033627,43.8992041394788
747,-900000,2435000,-107.358812082343,44.4201195918522
752,-650000,2435000,-104.222298643712,44.6509513150347
753,-600000,2435000,-103.592612077389,44.6882679661603
771,300000,2435000,-92.1976245028985,44.8497451127653
799,-2250000,2385000,-123.545662209067,41.5147220871272
826,-900000,2385000,-107.284235079899,43.9747585210165
840,-200000,2385000,-98.5188671448141,44.430882497134
843,-50000,2385000,-96.6298612576074,44.4531848953922
886,-2250000,2335000,-123.374190860632,41.086587203603
908,-1150000,2335000,-110.282984473574,43.2302405334548
947,850000,2335000,-85.4068896891306,43.581014547234
997,-1000000,2285000,-108.362287083933,42.9746150528814
1013,-200000,2285000,-98.485932178677,43.534477271445
1047,1750000,2285000,-74.6117276720641,41.7883710570704
1127,1550000,2235000,-77.1077386588353,41.7274840858409
1152,-1600000,2185000,-115.362663740991,41.2004734501362
1161,-1150000,2185000,-110.010350543811,41.9031377469323
1182,-100000,2185000,-97.2271288125681,42.6568064851874
1205,1250000,2185000,-80.7912447757393,41.7662675102293
1208,1400000,2185000,-79.0028612888247,41.5402179506298
1227,-1950000,2135000,-119.298501597568,40.0694814165775
1252,-700000,2135000,-104.512415728092,41.9348924630259
1274,400000,2135000,-91.1269815280062,42.1236326398356
1275,450000,2135000,-90.5191350276188,42.0993005011544
1278,600000,2135000,-88.6984662631794,42.009179559125
1283,850000,2135000,-85.6765591416879,41.8022302772169
1382,1550000,2085000,-77.4598319636216,40.4136696122462
1399,-1800000,2035000,-117.305496879997,39.5127702936428
1402,-1650000,2035000,-115.582022153928,39.7985169777203
1408,-1350000,2035000,-112.096605471908,40.2982735601588
1412,-1150000,2035000,-109.747862572294,40.5774945048426
1424,-550000,2035000,-102.610633651444,41.1506882932047
1434,-50000,2035000,-96.6019290730334,41.3202117614132
1441,300000,2035000,-92.390106413103,41.2707224057563
1466,1550000,2035000,-77.5743355351567,39.9757942727885
1470,1750000,2035000,-75.2674722483198,39.6106525090247
1479,-2000000,1985000,-119.438851221188,38.6627056874447
1483,-1800000,1985000,-117.175803429074,39.0777384415265
1484,-1750000,1985000,-116.60609833559,39.1750197610824
1492,-1350000,1985000,-111.997200935055,39.8583600354677
1493,-1300000,1985000,-111.415243384041,39.9317719896599
1495,-1200000,1985000,-110.247863439335,40.0704996825133
1518,-50000,1985000,-96.5981409377595,40.8736502579269
1529,500000,1985000,-90.0263866512612,40.7346905859555
1566,-1800000,1935000,-117.047654280587,38.6426082691921
1570,-1600000,1935000,-114.772991115411,39.0137474851297
1578,-1200000,1935000,-110.160063881318,39.6292607666099
1602,0,1935000,-96.0000012890441,40.4286400952172
1614,600000,1935000,-88.8804533481883,40.2279241276301
1629,1350000,1935000,-80.1009952396478,39.4184469614771
1643,-2100000,1885000,-120.268292485687,37.576855144032
1661,-1200000,1885000,-110.073332118418,39.1880329377621
1664,-1050000,1885000,-108.335236655259,39.3733976164057
1701,800000,1885000,-86.5795664781131,39.6282098763392
1714,1450000,1885000,-79.0513273349135,38.8255421927726
1737,-1500000,1835000,-113.414353215971,38.3065167577552
1772,250000,1835000,-93.0656111010788,39.5017096578297
1808,-2050000,1785000,-119.434975632971,36.8232174019111
1811,-1900000,1785000,-117.781855653589,37.1387139517599
1820,-1450000,1785000,-112.744866125949,37.9473482713427
1847,-100000,1785000,-97.1668611781858,39.0845431256697
1848,-50000,1785000,-96.5834531946263,39.0886515341538
1858,450000,1785000,-90.7541970744382,38.979180179512
1860,550000,1785000,-89.5916750432641,38.9245064468363
1861,600000,1785000,-89.0111092138753,38.8930930160212
1872,1150000,1785000,-82.6685668146513,38.369188139854
1874,1250000,1785000,-81.5264563609662,38.2391338622559
1882,1650000,1785000,-77.0029746713201,37.6137291675347
1884,1750000,1785000,-75.8847911630919,37.4314013909803
1893,-1850000,1735000,-117.10246240297,36.8036150209285
1918,-600000,1735000,-102.946397728652,38.4482059607964
1924,-300000,1735000,-99.4778438221358,38.5949463465789
1927,-150000,1735000,-97.7395043026467,38.6316778924307
1929,-50000,1735000,-96.5798923962017,38.6425657759698
1931,50000,1735000,-95.4201070519391,38.642566016596
1938,400000,1735000,-91.364484315187,38.5568734527286
1946,800000,1735000,-86.7509208641275,38.2963330726241
1954,1200000,1735000,-82.1806485594736,37.864128500826
1957,1350000,1735000,-80.4821168925326,37.6583612100497
1984,-1350000,1685000,-111.425412267137,37.2181041438607
2018,350000,1685000,-91.967745144101,38.1315842506308
2023,600000,1685000,-89.0955850132865,38.0032993386613
2037,1300000,1685000,-81.1364538669877,37.2889046996379
2039,1400000,1685000,-80.0138039802622,37.1446944693791
2042,1550000,1685000,-78.3383322093111,36.9089318695609
2064,-1350000,1635000,-111.334030628286,36.7777000326499
2066,-1250000,1635000,-110.215702681364,36.9159053160639
2076,-750000,1635000,-104.570306863815,37.4497850807654
2090,-50000,1635000,-96.5729042993836,37.7503942129141
2116,1250000,1635000,-81.784297209592,36.9159014195585
2119,1400000,1635000,-80.1083876627968,36.7047066266104
2122,1550000,1635000,-78.4423930085021,36.4702704296688
2135,-1850000,1585000,-116.735131633468,35.4965538176455
2138,-1700000,1585000,-115.100710224779,35.775336778691
2154,-900000,1585000,-106.211063259007,36.8736758535516
2199,1350000,1585000,-80.7562843022207,36.3371259426258
2209,1850000,1585000,-75.2648687631397,35.4965485692973
2241,-650000,1535000,-103.344415646845,36.6350756325931
2266,600000,1535000,-89.2185449750875,36.6682173494384
2315,-1050000,1485000,-107.75698621721,35.832369146771
2333,-150000,1485000,-97.6880166670922,36.4011658891981
2408,-300000,1435000,-99.3551154422346,35.9193251654332
2423,450000,1435000,-90.9699418854903,35.8602407245265
2443,1450000,1435000,-79.9317715846687,34.8688121034172
2448,1700000,1435000,-77.2278208023556,34.4613305660683
2464,-1350000,1385000,-110.89276519233,34.5727031817576
2465,-1300000,1385000,-110.349683514812,34.6412161359197
2466,-1250000,1385000,-109.805655235543,34.7071961996599
2470,-1050000,1385000,-107.620756428518,34.9456705673493
2474,-850000,1385000,-105.423442199382,35.1431865541514
2494,150000,1385000,-94.3317413814633,35.5082742791783
2497,300000,1385000,-92.6645063120916,35.4729962759275
2510,950000,1385000,-85.4764885101142,35.049569103318
2547,-950000,1335000,-106.462780515686,34.605323839874
2559,-350000,1335000,-99.8682229438764,35.0096070085857
2560,-300000,1335000,-99.31610522343,35.0264940995635
2583,850000,1335000,-86.6310304669292,34.6984474998139
2593,1350000,1335000,-81.1924806133233,34.130943083472
2603,-1750000,1285000,-114.983268593925,33.0567824511373
2615,-1150000,1285000,-108.569520149676,33.9450614330219
2619,-950000,1285000,-106.402742545833,34.1608292806177
2634,-200000,1285000,-98.1984527029459,34.6056376103397
2656,900000,1285000,-86.1407406102256,34.2084215222392
2665,1350000,1285000,-81.2767663340565,33.6888867197068
2680,-1350000,1235000,-110.639896118137,33.2465093280629
2699,-400000,1235000,-100.369310296341,34.0968678370284
2756,-850000,1185000,-105.209262341794,33.3626962106251
2760,-650000,1185000,-103.051534974376,33.5157396477875
2770,-150000,1185000,-97.6301131176857,33.7202109072633
2777,200000,1185000,-93.8266883731207,33.7112536925688
2782,450000,1185000,-91.1135015820354,33.628138175093
2784,550000,1185000,-90.0302081054821,33.5770287786673
2786,650000,1185000,-88.948466128794,33.5157373548633
2794,1050000,1185000,-84.6424921308643,33.1692220339119
2796,1150000,1185000,-83.5725890640538,33.0573997665075
2808,-1450000,1135000,-111.529941820681,32.2196492854889
2816,-1050000,1135000,-107.293538728163,32.7243410514231
2834,-150000,1135000,-97.6208475942543,33.2725797174077
2860,1150000,1135000,-83.6424520013868,32.613069351857
2882,-800000,1085000,-104.573130058693,32.512337679849
2892,-300000,1085000,-99.2224394420279,32.7904634568066
2894,-200000,1085000,-98.1487532870853,32.8157904599632
2898,0,1085000,-96.000003649369,32.836055847576
2900,100000,1085000,-94.9254917217939,32.8309893068662
2915,850000,1085000,-86.8942277732379,32.4706898290366
2925,1350000,1085000,-81.6045932623501,31.9171957750818
2938,-900000,1035000,-105.584026252736,31.9802334519832
2945,-550000,1035000,-101.869369750934,32.2353574699273
2959,150000,1035000,-94.3973797687574,32.3764159412363
2963,350000,1035000,-92.2621226115771,32.3260114767706
2987,-1150000,985000,-108.152571193179,31.2778140687269
2989,-900000,985000,-105.530806518408,31.5335458457788
2995,-600000,985000,-102.365724386575,31.7586547215091
2998,-450000,985000,-100.777419547796,31.8375692852421
2999,-400000,985000,-100.247346581027,31.8588751538761
3009,100000,985000,-94.9375046027689,31.9341100163135
3019,600000,985000,-89.6342787281871,31.7586518655448
3029,1100000,985000,-84.3704248691437,31.3338918845087
3031,1200000,985000,-83.325171371086,31.2192800587413
3039,-800000,935000,-104.430902938017,31.1710391371283
3088,-700000,885000,-103.340926617755,30.7974917424131
3089,-650000,885000,-102.81844202434,30.8309677755834
3092,-500000,885000,-101.248634109093,30.9165672577381
3094,-400000,885000,-100.200444747154,30.9612601503341
3095,-350000,885000,-99.6759505240439,30.9798875254177
3100,-100000,885000,-97.0507567989698,31.0357914193697
3119,850000,885000,-87.0944053730896,30.6822655453487
3125,1150000,885000,-83.9803657344286,30.3855467055654
3135,-650000,835000,-102.781078242489,30.3821487277949
3142,-300000,835000,-99.1339184339875,30.5464597798235
3180,-750000,785000,-103.777362363096,29.8640782780161
3181,-700000,785000,-103.260956214605,29.8997021058237
3184,-550000,785000,-101.709282764376,29.991890359383
3198,150000,785000,-94.4411900556961,30.1296944699148
3199,200000,785000,-93.9217299750765,30.1210755697678
3205,500000,785000,-90.8086553871621,30.0177038540655
3237,200000,735000,-93.9330288034085,29.6705083452591
3242,450000,735000,-91.3522816894831,29.5908623960055
3288,-100000,635000,-97.0224936462717,28.7825281998272
3306,-50000,585000,-96.5085286251398,28.3340525867516
3341,-250000,435000,-98.5019010217126,26.9456977105529
49,-1600000,2985000,-117.521623369245,48.2257868101742
53,-1400000,2985000,-114.906637134378,48.6093093924158
62,2000000,2985000,-69.3497434925368,47.3166834397276
63,2050000,2985000,-68.7190892921395,47.190084100331
67,-2100000,2935000,-123.72074659714,46.6282578399477
80,-1450000,2935000,-115.427287835665,48.0735557608927
91,-900000,2935000,-108.16230956164,48.9008579444801
101,2050000,2935000,-68.9036837191155,46.7566505633992
110,-1850000,2885000,-120.40801747751,46.8050525069455
169,-1450000,2835000,-115.160845736921,47.1865339418036
208,2000000,2835000,-69.8850338348487,46.0144072259477
212,2200000,2835000,-67.4217284444601,45.5033085389255
227,-1500000,2785000,-115.668241638533,46.6525615767592
253,-200000,2785000,-98.6598330133486,48.0366278684214
262,250000,2785000,-92.6756942817593,48.0223511455104
277,-2150000,2735000,-123.598884793806,44.7742411610018
288,-1600000,2735000,-116.797770522828,46.0212594619409
289,-1550000,2735000,-116.167475553311,46.1176211802185
296,-1200000,2735000,-111.707601287673,46.7101626793575
325,250000,2735000,-92.6987836625179,47.5695488190079
332,1900000,2735000,-71.4609849289288,45.3830240963321
346,-1900000,2685000,-120.376993724368,44.9483240139106
350,-1700000,2685000,-117.90589287711,45.3818812010994
354,-1500000,2685000,-115.404263735294,45.7700349845895
386,100000,2685000,-94.6881835301603,47.1502194986402
398,750000,2685000,-86.1956834870506,46.8065582004305
406,2000000,2685000,-70.3997618876306,44.7148280484738
451,-250000,2635000,-99.2559953477371,46.6660548781921
468,600000,2635000,-88.2001219559999,46.4823737145273
484,2050000,2635000,-69.9621320691256,44.1620946888982
493,-1950000,2585000,-120.664572876065,43.9659463536115
494,-1900000,2585000,-120.059152706567,44.0796339638302
495,-1850000,2585000,-119.451730816066,44.1905785131093
496,-1800000,2585000,-118.842346861236,44.2987621238231
498,-1700000,2585000,-117.617856879124,44.5067917758198
499,-1650000,2585000,-117.002831918647,44.6066069866651
502,-1500000,2585000,-115.14718133241,44.8890928217192
507,-1250000,2585000,-112.021907387769,45.3025808168921
530,-100000,2585000,-97.2939583467935,46.2474793741938
558,1900000,2585000,-71.9408481310075,44.0796341005252
573,-1800000,2535000,-118.693704307175,43.8631340890973
579,-1500000,2535000,-115.021144193633,44.4491283822314
589,-1000000,2535000,-108.775342393561,45.197416665488
596,-650000,2535000,-104.332937579388,45.5464186713641
605,-200000,2535000,-98.5699471959023,45.7787467769656
610,50000,2535000,-95.3573687387833,45.8015801899856
651,-1800000,2485000,-118.546947196049,43.4276984280987
669,-900000,2485000,-107.43437659811,44.8658559511148
693,300000,2485000,-92.1721119300988,45.2987892147721
695,400000,2485000,-90.8982964948691,45.2565549585609
736,-1450000,2435000,-114.163501427333,43.6565691833324
781,800000,2435000,-85.8932002685499,44.5212722727185
808,-1800000,2385000,-118.258952110756,42.5572842232911
829,-750000,2385000,-105.417034236851,44.1209911582654
875,1750000,2385000,-74.3378709173592,42.6597403797989
887,-2200000,2335000,-122.797944824109,41.2121568989196
904,-1350000,2335000,-112.719706079477,42.9394365784853
906,-1250000,2335000,-111.503915596722,43.0904840906579
920,-550000,2335000,-102.870895029962,43.8277636004593
925,-300000,2335000,-99.752352973455,43.952986426783
933,100000,2335000,-94.7486401864933,44.0001991532955
974,-2150000,2285000,-122.056653555684,40.9053376895466
982,-1750000,2285000,-117.38827161496,41.7883685553823
987,-1500000,2285000,-114.414750407728,42.2530490835486
1024,350000,2285000,-91.6516637669193,43.4861697688068
1044,1600000,2285000,-76.3911148482372,42.0753602416788
1057,-2150000,2235000,-121.895604837704,40.4754839513603
1099,-50000,2235000,-96.6175793796742,43.1086381747221
1104,200000,2235000,-93.5302185233949,43.0868266005274
1108,400000,2235000,-91.0637642622312,43.0170717806786
1121,1250000,2235000,-80.694106319015,42.2074948855185
1128,1600000,2235000,-76.5149937444631,41.6378760240049
1162,-1100000,2185000,-109.409437433322,41.9673948764628
1177,-350000,2185000,-100.29225840872,42.5918567546617
1178,-300000,2185000,-99.6797407767676,42.6106124776966
1179,-250000,2185000,-99.0669198143452,42.6264880460399
1188,200000,2185000,-93.5461576778504,42.6394823321319
1211,1550000,2185000,-77.2265604388445,41.2894879933174
1244,-1100000,2135000,-109.324539228095,41.5249547030918
1248,-900000,2135000,-106.925511507754,41.7523790437693
1284,900000,2135000,-85.0744872426851,41.752375640806
1313,-1900000,2085000,-118.584452453438,39.7428709081932
1338,-650000,2085000,-103.857121159615,41.5281376885191
1351,0,2085000,-95.9999997908394,41.7683847545171
1352,50000,2085000,-95.3942322204956,41.7669608752067
1354,150000,2085000,-94.1828950941236,41.7555703595678
1376,1250000,2085000,-80.9819061631311,40.8842115594602
1398,-1850000,2035000,-117.876892668994,39.4122759412012
1446,550000,2035000,-89.3893645061458,41.150685262807
1450,750000,2035000,-86.9979504863633,41.0041110249919
1456,1050000,2035000,-83.4330677059646,40.7007060692143
1527,400000,1985000,-91.2188423544875,40.7851891898294
1538,950000,1985000,-84.6888779196553,40.3696994967957
1539,1000000,1985000,-84.0996076433718,40.3153276031953
1567,-1750000,1935000,-116.481177478512,38.7393040874625
1569,-1650000,1935000,-115.343811047463,38.924883922783
1573,-1450000,1935000,-113.052430148458,39.26452965841
1580,-1100000,1935000,-108.995368083085,39.7563277062227
1599,-150000,1935000,-97.7830146988886,40.4160784913325
1612,500000,1935000,-90.0636554126588,40.289192031028
1617,750000,1935000,-87.1099013142209,40.1152801727035
1642,-2150000,1885000,-120.820470670138,37.4628968564868
1730,-1850000,1835000,-117.354544258175,37.6738288992829
1788,1050000,1835000,-83.7401184505823,38.931008599951
1791,1200000,1835000,-82.0123517324623,38.7467770165544
1799,1600000,1835000,-77.4530664979517,38.1387146125206
1817,-1600000,1785000,-114.435907737833,37.7010288679805
1821,-1400000,1785000,-112.178739755522,38.0242372493075
1889,-2050000,1735000,-119.297652134667,36.390317887659
1907,-1150000,1735000,-109.251135548244,37.9274558570235
1919,-550000,1735000,-102.369341334163,38.4794315332147
1922,-400000,1735000,-100.635516207516,38.5568746294218
1936,300000,1735000,-92.5221554609082,38.5949457692849
1950,1000000,1735000,-84.4590793827702,38.101529855074
1973,-1900000,1685000,-117.526638880894,36.269180408265
2015,200000,1685000,-93.6949231298389,38.1762007547521
2027,800000,1685000,-86.8066663924412,37.8523352130966
2035,1200000,1685000,-82.2632970148001,37.4226755086359
2041,1500000,1685000,-78.8956424587054,36.9901023708882
2065,-1300000,1635000,-110.775382919805,36.8481007177618
2068,-1150000,1635000,-109.093392504319,37.0437002390177
2071,-1000000,1635000,-107.403108557624,37.2157566129955
2097,300000,1635000,-92.5640522009421,37.7033445854129
2104,650000,1635000,-88.5673916643392,37.524824969822
2113,1100000,1635000,-83.4691608116711,37.1036730174524
2126,1750000,1635000,-76.2380955766117,36.1218886578712
2156,-800000,1585000,-105.083826224892,36.9641247084817
2161,-550000,1585000,-102.255172393476,37.1440081133174
2172,0,1585000,-96.0000057546056,37.3055920938311
2192,1000000,1585000,-84.6645738166316,36.7727104106137
2194,1100000,1585000,-83.5433920439093,36.661266965423
2195,1150000,1585000,-82.9840862615769,36.6016308175618
2215,-1950000,1535000,-117.692441364928,34.862998485486
2248,-300000,1535000,-99.3950530582765,36.8115422601857
2258,200000,1535000,-93.7360987645903,36.8381105587276
2261,350000,1535000,-92.0397175333212,36.7942742762808
2267,650000,1535000,-88.6555854886195,36.6350779117584
2270,800000,1535000,-86.9699566883087,36.5198597623391
2286,1600000,1535000,-78.1000887263762,35.5099369181378
2299,-1850000,1485000,-116.497155507081,34.62377611689
2324,-600000,1485000,-102.741435853407,36.2229805374949
2337,50000,1485000,-95.4372808154133,36.4117334747889
2350,700000,1485000,-88.1397493437217,36.1544525575695
2356,1000000,1485000,-84.7975703324527,35.8861775346642
2364,1400000,1485000,-80.3855898688004,35.3835886992349
2380,-1700000,1435000,-114.772170502606,34.4613320904226
2393,-1050000,1435000,-107.688476374469,35.3891276677341
2418,200000,1435000,-93.762741380889,35.9455958550181
2424,500000,1435000,-90.4122695446643,35.8353077489323
2486,-250000,1385000,-98.7799297890549,35.4873681262919
2489,-100000,1385000,-97.1122423520973,35.514808199082
2496,250000,1385000,-93.2200729053355,35.4873666237196
2515,1200000,1385000,-82.7392829302026,34.7706358897601
2523,1600000,1385000,-78.407152742662,34.1923599581087
2534,-1600000,1335000,-113.492788263156,33.7525536576866
2539,-1350000,1335000,-110.80751785571,34.1309491554197
2544,-1100000,1335000,-108.09820055825,34.446475141075
2553,-650000,1335000,-103.174152125955,34.8538826891437
2554,-600000,1335000,-102.624152691766,34.8863020231561
2557,-450000,1335000,-100.971636666903,34.968052656359
2573,350000,1335000,-92.1317811439414,35.0096047624606
2575,450000,1335000,-91.0283654228187,34.9680512487583
2611,-1350000,1285000,-110.723233771606,33.6888917551517
2631,-350000,1285000,-99.8458724143889,34.5629897001792
2653,750000,1285000,-87.7749469436546,34.3358961532397
2698,-450000,1235000,-100.914553721052,34.0750259869534
2730,1150000,1235000,-83.5019361155906,33.5013890446335
2735,1400000,1235000,-80.826894349214,33.1765404701434
2742,-1550000,1185000,-112.672925830291,32.5104665020733
2749,-1200000,1185000,-108.961194948428,32.9977372155406
2754,-950000,1185000,-106.284703184588,33.2709972714445
2759,-700000,1185000,-103.59173888489,33.4812815122532
2773,0,1185000,-96.0000022682672,33.7317256851502
2776,150000,1185000,-94.3698924645148,33.7202099410144
2806,-1550000,1135000,-112.580045910824,32.0687790306194
2814,-1150000,1135000,-108.357548775108,32.6130710563384
2823,-700000,1135000,-103.548756133205,33.0348508840669
2831,-300000,1135000,-99.2407476324663,33.2382153775032
2833,-200000,1135000,-98.1609659391461,33.2636697781311
2880,-900000,1085000,-105.637840234763,32.4265416137639
2906,400000,1085000,-91.7046984891052,32.7550167836026
2924,1300000,1085000,-82.1300775332539,31.9836935853486
2944,-600000,1035000,-102.401403705383,32.206417784244
2948,-400000,1035000,-100.271191707936,32.3071195596657
2950,-300000,1035000,-99.2043381284496,32.3423916841875
2951,-250000,1035000,-98.6705925094052,32.3562528578356
2955,-50000,1035000,-96.5342576243909,32.3865003369365
2960,200000,1035000,-93.8633291808558,32.3675932264655
2979,1150000,1035000,-83.7798591572427,31.723297766775
3003,-200000,985000,-98.1247379631476,31.9190590227891
3005,-100000,985000,-97.062504520463,31.9341105845969
3011,200000,985000,-93.8752680429563,31.9190593121071
3022,750000,985000,-88.0495252205099,31.6572851460664
3033,1300000,985000,-82.2829951279681,31.0948541712141
3054,-50000,935000,-96.5283177388684,31.488887617993
3056,50000,935000,-95.4716912654455,31.4888873251643
3059,200000,935000,-93.8870754295783,31.4701636301289
3062,350000,935000,-92.3036397789783,31.4289736833122
3078,1150000,935000,-83.9142606914562,30.8319054331785
3086,-800000,885000,-104.384534214072,30.7231400786699
3091,-550000,885000,-101.772264342896,30.890506477454
3101,-50000,885000,-96.5253971737227,31.0395187418621
3120,900000,885000,-86.5738822898272,30.6389387943053
3122,1000000,885000,-85.534564245136,30.5449247636292
3136,-600000,835000,-102.261024319692,30.413013079876
3177,1450000,835000,-80.9737355722706,29.555982785696
3186,-450000,785000,-100.673096132786,30.0410826305792
3222,-650000,735000,-102.707561167288,29.483140874151
3231,-100000,735000,-97.0336129462071,29.6852216107258
3255,-500000,685000,-101.135300716014,29.1170103649767
3257,-400000,685000,-100.109680971077,29.1609119284538
3270,500000,685000,-90.8647022642341,29.1170010779722
3280,1550000,685000,-80.211939961776,28.0723405101276
3281,-450000,635000,-100.597795702405,28.6889847264954
3287,-150000,635000,-97.5336646940799,28.7764521010427
3290,0,635000,-96.0000055182329,28.7873900222169
3317,-300000,535000,-99.0339075847051,27.8392166301334
3363,1450000,285000,-81.8176583577047,24.6203842285197
46,-1750000,2985000,-119.461555666864,47.9067580193303
73,-1800000,2935000,-119.938776625044,47.3561976198011
74,-1750000,2935000,-119.300492293375,47.4674979216647
79,-1500000,2935000,-116.077755087246,47.9799818698788
98,50000,2935000,-95.3206353008994,49.4246537982582
159,-1950000,2835000,-121.493331727408,46.1352475811016
221,-1800000,2785000,-119.456506067719,46.0438154381111
223,-1700000,2785000,-118.201563406335,46.2582657048174
240,-850000,2785000,-107.254336407699,47.6053476157171
245,-600000,2785000,-103.962894873036,47.8339743825041
252,-250000,2785000,-99.324303103584,48.0223530220059
291,-1450000,2735000,-114.901513572401,46.3016269092517
303,-850000,2735000,-107.17683916057,47.1560817135921
319,-50000,2735000,-96.6605002482872,47.6073015223553
353,-1550000,2685000,-116.032373562756,45.6773045017994
364,-1000000,2685000,-109.036610290447,46.5359615895037
388,200000,2685000,-93.3768684788266,47.1315042772383
422,-1700000,2635000,-117.76093970986,44.9441908865936
425,-1550000,2635000,-115.899043609178,45.2373659678815
454,-100000,2635000,-97.3028278126196,46.6985332884095
458,100000,2635000,-94.6971758116025,46.6985336119984
491,-2050000,2585000,-121.869244798062,43.7303900754646
541,450000,2585000,-90.1841103875549,46.1294542868697
544,600000,2585000,-88.2529902973846,46.0330705462279
549,850000,2585000,-85.0494174511804,45.811868636415
566,-2150000,2535000,-122.8920755644,43.0541829913565
571,-1900000,2535000,-119.903253430596,43.6455836964082
625,800000,2535000,-85.7575606822231,45.4147237192874
649,-1900000,2485000,-119.749321916602,43.2116892278885
653,-1700000,2485000,-117.337170833912,43.6327356590418
670,-850000,2485000,-106.804754390788,44.9182976912942
688,50000,2485000,-95.3616857768393,45.3516236598178
720,-2250000,2435000,-123.719230079603,41.942807569111
724,-2050000,2435000,-121.375937053386,42.4359396493062
738,-1350000,2435000,-112.93815036137,43.821160634908
778,650000,2435000,-87.7777076832524,44.6509508710378
803,-2050000,2385000,-121.21555811498,42.0045868967739
806,-1900000,2385000,-119.447208573581,42.3442538225147
807,-1850000,2385000,-118.853991132043,42.4521193305116
815,-1450000,2385000,-114.045998932382,43.2167676588969
816,-1400000,2385000,-113.437837611848,43.2998789589846
819,-1250000,2385000,-111.604842734884,43.5323090825256
828,-800000,2385000,-106.04031956644,44.0751638659214
846,100000,2385000,-94.740346067035,44.4487248298461
905,-1300000,2335000,-112.112476692354,43.0163669827586
928,-150000,2335000,-97.8769221617602,43.9928135799739
929,-100000,2335000,-97.2513703937739,44.0001962171865
932,50000,2335000,-95.3742948133121,44.0046264238259
941,500000,2335000,-89.7518404660509,43.8586752596119
942,550000,2335000,-89.1291017833013,43.8277615178139
951,1050000,2335000,-82.9427123846411,43.3586243670017
999,-900000,2285000,-107.137967611415,43.0850203210551
1010,-350000,2285000,-100.348332582402,43.4861685206499
1018,50000,2285000,-95.3783871095893,43.5564567296268
1020,150000,2285000,-94.1353647038839,43.5447389570713
1031,750000,2285000,-86.705376260367,43.2291349353085
1055,-2250000,2235000,-123.037408713547,40.2300793716311
1071,-1450000,2235000,-113.702335261937,41.8985096103371
1081,-950000,2235000,-107.675022920097,42.5871832658952
1196,600000,2185000,-88.6515101459047,42.4549580049924
1210,1500000,2185000,-77.8172481755259,41.3757903363611
1242,-1200000,2135000,-110.517866714772,41.394543713023
1277,550000,2135000,-89.3048258140806,42.0420669560049
1291,1250000,2135000,-80.8871743446647,41.3251850236009
1308,-2150000,2085000,-121.423906727278,39.1853274774138
1312,-1950000,2085000,-119.155816842049,39.6365292936913
1330,-1050000,2085000,-108.646096957963,41.1432937368645
1341,-500000,2085000,-102.049562970611,41.6261187821863
1346,-250000,2085000,-99.0278474336738,41.7327885078298
1396,-1950000,2035000,-119.014834008131,39.2034818777557
1400,-1750000,2035000,-116.732528877832,39.6106501280782
1414,-1050000,2035000,-108.566929640695,40.7007091967044
1416,-950000,2035000,-107.382084389228,40.8129212642875
1448,650000,2035000,-88.1924181904551,41.0829958643342
1528,450000,1985000,-90.6224036239038,40.7613372727015
1544,1250000,1985000,-81.1678825423918,40.0024816743691
1545,1300000,1985000,-80.5847561807606,39.9317666014856
1588,-700000,1935000,-104.300539380007,40.1555938770246
1600,-100000,1935000,-97.1887541570391,40.423056768127
1616,700000,1935000,-87.6994593490053,40.1555878242249
1632,1500000,1935000,-78.3727352785565,39.1835793546546
1655,-1500000,1885000,-113.520169166593,38.7450869504825
1671,-700000,1885000,-104.249204397828,39.7110534623202
