cell50,x50,y50,total_count,in_range
1514,-250000,1985000,0,FALSE
1515,-200000,1985000,0,FALSE
1534,750000,1985000,0,FALSE
1540,1050000,1985000,0,FALSE
1558,-2200000,1935000,0,FALSE
1560,-2100000,1935000,0,FALSE
1577,-1250000,1935000,0,FALSE
1581,-1050000,1935000,0,FALSE
1608,300000,1935000,0,FALSE
1619,850000,1935000,0,FALSE
1620,900000,1935000,0,FALSE
1646,-1950000,1885000,0,FALSE
1696,550000,1885000,0,FALSE
1699,700000,1885000,0,FALSE
1702,850000,1885000,0,FALSE
1712,1350000,1885000,0,FALSE
1716,1550000,1885000,0,FALSE
1719,1700000,1885000,0,FALSE
1727,-2000000,1835000,0,FALSE
1742,-1250000,1835000,0,FALSE
1744,-1150000,1835000,0,FALSE
1745,-1100000,1835000,0,FALSE
1749,-900000,1835000,0,FALSE
1750,-850000,1835000,0,FALSE
1784,850000,1835000,0,FALSE
1786,950000,1835000,0,FALSE
1789,1100000,1835000,0,FALSE
1794,1350000,1835000,0,FALSE
1795,1400000,1835000,0,FALSE
1797,1500000,1835000,0,FALSE
1798,1550000,1835000,0,FALSE
1826,-1150000,1785000,0,FALSE
1829,-1000000,1785000,0,FALSE
1830,-950000,1785000,0,FALSE
1833,-800000,1785000,0,FALSE
1836,-650000,1785000,0,FALSE
1837,-600000,1785000,0,FALSE
1851,100000,1785000,0,FALSE
1855,300000,1785000,0,FALSE
1863,700000,1785000,0,FALSE
1864,750000,1785000,0,FALSE
1865,800000,1785000,0,FALSE
1873,1200000,1785000,0,FALSE
1876,1350000,1785000,0,FALSE
1877,1400000,1785000,0,FALSE
1878,1450000,1785000,0,FALSE
1879,1500000,1785000,0,FALSE
1897,-1650000,1735000,0,FALSE
1899,-1550000,1735000,0,FALSE
1911,-950000,1735000,0,FALSE
1912,-900000,1735000,0,FALSE
1939,450000,1735000,0,FALSE
1941,550000,1735000,0,FALSE
1961,1550000,1735000,0,FALSE
1965,1750000,1735000,0,FALSE
1980,-1550000,1685000,0,FALSE
1989,-1100000,1685000,0,FALSE
1990,-1050000,1685000,0,FALSE
1991,-1000000,1685000,0,FALSE
1992,-950000,1685000,0,FALSE
1994,-850000,1685000,0,FALSE
2009,-100000,1685000,0,FALSE
2010,-50000,1685000,0,FALSE
2031,1000000,1685000,0,FALSE
2056,-1750000,1635000,0,FALSE
2069,-1100000,1635000,0,FALSE
2070,-1050000,1635000,0,FALSE
2080,-550000,1635000,0,FALSE
2084,-350000,1635000,0,FALSE
2103,600000,1635000,0,FALSE
2129,-2150000,1585000,0,FALSE
2131,-2050000,1585000,0,FALSE
2164,-400000,1585000,0,FALSE
2179,350000,1585000,0,FALSE
2198,1300000,1585000,0,FALSE
2200,1400000,1585000,0,FALSE
2208,1800000,1585000,0,FALSE
2210,-2200000,1535000,0,FALSE
2218,-1800000,1535000,0,FALSE
2228,-1300000,1535000,0,FALSE
2239,-750000,1535000,0,FALSE
2240,-700000,1535000,0,FALSE
2250,-200000,1535000,0,FALSE
2254,0,1535000,0,FALSE
2278,1200000,1535000,0,FALSE
2287,1650000,1535000,0,FALSE
2290,1800000,1535000,0,FALSE
2294,-2100000,1485000,0,FALSE
2301,-1750000,1485000,0,FALSE
2307,-1450000,1485000,0,FALSE
2308,-1400000,1485000,0,FALSE
2313,-1150000,1485000,0,FALSE
2328,-400000,1485000,0,FALSE
2339,150000,1485000,0,FALSE
2349,650000,1485000,0,FALSE
2353,850000,1485000,0,FALSE
2357,1050000,1485000,0,FALSE
2370,1700000,1485000,0,FALSE
2371,1750000,1485000,0,FALSE
2394,-1000000,1435000,0,FALSE
2395,-950000,1435000,0,FALSE
2398,-800000,1435000,0,FALSE
2411,-150000,1435000,0,FALSE
2414,0,1435000,0,FALSE
2420,300000,1435000,0,FALSE
2432,900000,1435000,0,FALSE
2455,-1800000,1385000,0,FALSE
2460,-1550000,1385000,0,FALSE
2461,-1500000,1385000,0,FALSE
2462,-1450000,1385000,0,FALSE
2487,-200000,1385000,0,FALSE
2488,-150000,1385000,0,FALSE
2513,1100000,1385000,0,FALSE
2538,-1400000,1335000,0,FALSE
2546,-1000000,1335000,0,FALSE
2588,1100000,1335000,0,FALSE
2613,-1250000,1285000,0,FALSE
2617,-1050000,1285000,0,FALSE
2624,-700000,1285000,0,FALSE
2633,-250000,1285000,0,FALSE
2636,-100000,1285000,0,FALSE
2670,-1850000,1235000,0,FALSE
2682,-1250000,1235000,0,FALSE
2688,-950000,1235000,0,FALSE
2695,-600000,1235000,0,FALSE
2705,-100000,1235000,0,FALSE
2728,1050000,1235000,0,FALSE
2747,-1300000,1185000,0,FALSE
2750,-1150000,1185000,0,FALSE
2762,-550000,1185000,0,FALSE
2768,-250000,1185000,0,FALSE
2775,100000,1185000,0,FALSE
2791,900000,1185000,0,FALSE
2804,-1650000,1135000,0,FALSE
2818,-950000,1135000,0,FALSE
2819,-900000,1135000,0,FALSE
2835,-100000,1135000,0,FALSE
2857,1000000,1135000,0,FALSE
2858,1050000,1135000,0,FALSE
2865,1400000,1135000,0,FALSE
2868,-1500000,1085000,0,FALSE
2901,150000,1085000,0,FALSE
2902,200000,1085000,0,FALSE
2905,350000,1085000,0,FALSE
2913,750000,1085000,0,FALSE
2914,800000,1085000,0,FALSE
2926,1400000,1085000,0,FALSE
2930,-1300000,1035000,0,FALSE
2932,-1200000,1035000,0,FALSE
2936,-1000000,1035000,0,FALSE
2957,50000,1035000,0,FALSE
2958,100000,1035000,0,FALSE
2984,1400000,1035000,0,FALSE
3001,-300000,985000,0,FALSE
3034,1350000,985000,0,FALSE
3053,-100000,935000,0,FALSE
3069,700000,935000,0,FALSE
3081,1300000,935000,0,FALSE
3098,-200000,885000,0,FALSE
3102,0,885000,0,FALSE
3106,200000,885000,0,FALSE
3129,1350000,885000,0,FALSE
3141,-350000,835000,0,FALSE
3149,50000,835000,0,FALSE
3150,100000,835000,0,FALSE
3163,750000,835000,0,FALSE
3164,800000,835000,0,FALSE
3170,1100000,835000,0,FALSE
3179,-800000,785000,0,FALSE
3188,-350000,785000,0,FALSE
3195,0,785000,0,FALSE
3196,50000,785000,0,FALSE
3200,250000,785000,0,FALSE
3201,300000,785000,0,FALSE
3206,550000,785000,0,FALSE
3207,600000,785000,0,FALSE
3213,1250000,785000,0,FALSE
3215,1350000,785000,0,FALSE
3219,-800000,735000,0,FALSE
3224,-450000,735000,0,FALSE
3225,-400000,735000,0,FALSE
3227,-300000,735000,0,FALSE
3230,-150000,735000,0,FALSE
3238,250000,735000,0,FALSE
3250,1450000,735000,0,FALSE
3251,1500000,735000,0,FALSE
3252,-750000,685000,0,FALSE
3254,-650000,685000,0,FALSE
3260,-250000,685000,0,FALSE
3261,-200000,685000,0,FALSE
3267,100000,685000,0,FALSE
3286,-200000,635000,0,FALSE
3291,50000,635000,0,FALSE
3293,1350000,635000,0,FALSE
3302,-250000,585000,0,FALSE
3311,1450000,585000,0,FALSE
3316,-350000,535000,0,FALSE
3326,1550000,535000,0,FALSE
3327,1600000,535000,0,FALSE
3331,-200000,485000,0,FALSE
3332,-150000,485000,0,FALSE
3336,1500000,485000,0,FALSE
3348,-300000,385000,0,FALSE
3354,1550000,385000,0,FALSE
3359,-100000,335000,0,FALSE
12,-1950000,3085000,0,FALSE
13,-1900000,3085000,0,FALSE
16,-1750000,3085000,35,TRUE
25,-1900000,3035000,0,FALSE
32,-1550000,3035000,14,TRUE
57,-1200000,2985000,0,FALSE
82,-1350000,2935000,10,TRUE
105,-2100000,2885000,0,FALSE
115,-1600000,2885000,100,TRUE
137,-500000,2885000,0,FALSE
149,100000,2885000,0,TRUE
165,-1650000,2835000,0,FALSE
175,-1150000,2835000,0,FALSE
209,2050000,2835000,80,TRUE
213,-2200000,2785000,0,FALSE
215,-2100000,2785000,0,FALSE
218,-1950000,2785000,0,FALSE
267,500000,2785000,74,TRUE
273,2150000,2785000,5,TRUE
280,-2000000,2735000,0,FALSE
282,-1900000,2735000,0,FALSE
327,350000,2735000,87,TRUE
334,2000000,2735000,37,TRUE
342,-2100000,2685000,0,FALSE
352,-1600000,2685000,0,TRUE
391,350000,2685000,5,TRUE
399,800000,2685000,0,TRUE
405,1950000,2685000,80,TRUE
430,-1300000,2635000,9,TRUE
464,400000,2635000,0,TRUE
466,500000,2635000,1,TRUE
481,1900000,2635000,64,TRUE
488,-2200000,2585000,0,FALSE
500,-1600000,2585000,1,TRUE
506,-1300000,2585000,4,TRUE
542,500000,2585000,3,TRUE
543,550000,2585000,1,TRUE
560,2000000,2585000,6,TRUE
562,2100000,2585000,0,TRUE
568,-2050000,2535000,0,FALSE
616,350000,2535000,0,FALSE
622,650000,2535000,0,TRUE
627,900000,2535000,0,FALSE
635,1800000,2535000,41,TRUE
642,-2250000,2485000,0,FALSE
646,-2050000,2485000,0,FALSE
657,-1500000,2485000,1,TRUE
666,-1050000,2485000,0,FALSE
690,150000,2485000,0,FALSE
700,650000,2485000,0,FALSE
703,800000,2485000,0,FALSE
714,1850000,2485000,60,TRUE
727,-1900000,2435000,0,FALSE
784,950000,2435000,0,FALSE
785,1000000,2435000,0,FALSE
788,1600000,2435000,0,TRUE
800,-2200000,2385000,0,FALSE
813,-1550000,2385000,0,FALSE
855,550000,2385000,0,FALSE
856,600000,2385000,0,FALSE
859,750000,2385000,0,FALSE
863,950000,2385000,0,FALSE
873,1650000,2385000,0,FALSE
883,2150000,2385000,0,FALSE
912,-950000,2335000,0,FALSE
930,-50000,2335000,0,FALSE
934,150000,2335000,0,FALSE
937,300000,2335000,0,FALSE
940,450000,2335000,0,FALSE
956,1500000,2335000,0,FALSE
962,1800000,2335000,0,FALSE
969,2150000,2335000,0,FALSE
970,-2350000,2285000,0,FALSE
972,-2250000,2285000,0,FALSE
990,-1350000,2285000,29,TRUE
1015,-100000,2285000,0,FALSE
1036,1000000,2285000,0,FALSE
1038,1100000,2285000,0,FALSE
1046,1700000,2285000,0,FALSE
1050,1900000,2285000,0,FALSE
1068,-1600000,2235000,0,FALSE
1138,-2300000,2185000,0,FALSE
1140,-2200000,2185000,0,FALSE
1157,-1350000,2185000,0,FALSE
1172,-600000,2185000,0,FALSE
1201,950000,2185000,0,FALSE
1207,1350000,2185000,0,FALSE
1209,1450000,2185000,0,FALSE
1215,1750000,2185000,0,FALSE
1221,-2250000,2135000,0,FALSE
1249,-850000,2135000,0,FALSE
1253,-650000,2135000,0,FALSE
1281,750000,2135000,0,FALSE
1288,1100000,2135000,0,FALSE
1295,1450000,2135000,0,FALSE
1298,1600000,2135000,0,FALSE
1309,-2100000,2085000,0,FALSE
1329,-1100000,2085000,0,FALSE
1336,-750000,2085000,0,FALSE
1340,-550000,2085000,0,FALSE
1367,800000,2085000,0,FALSE
1374,1150000,2085000,0,FALSE
1378,1350000,2085000,0,FALSE
1387,1800000,2085000,0,FALSE
1388,1850000,2085000,0,FALSE
1420,-750000,2035000,0,FALSE
1423,-600000,2035000,0,FALSE
1447,600000,2035000,0,FALSE
1457,1100000,2035000,0,FALSE
1459,1200000,2035000,0,FALSE
1486,-1650000,1985000,0,FALSE
1499,-1000000,1985000,0,FALSE
1504,-750000,1985000,0,FALSE
1519,0,1985000,0,FALSE
1543,1200000,1985000,0,FALSE
1547,1400000,1985000,0,FALSE
1549,1500000,1985000,0,FALSE
1553,1700000,1985000,0,FALSE
1559,-2150000,1935000,0,FALSE
1561,-2050000,1935000,0,FALSE
1584,-900000,1935000,0,FALSE
1605,150000,1935000,0,FALSE
1625,1150000,1935000,0,FALSE
1626,1200000,1935000,0,FALSE
1638,1800000,1935000,0,FALSE
1647,-1900000,1885000,0,FALSE
1650,-1750000,1885000,0,FALSE
1659,-1300000,1885000,0,FALSE
1663,-1100000,1885000,0,FALSE
1667,-900000,1885000,0,FALSE
1718,1650000,1885000,0,FALSE
1725,-2100000,1835000,0,FALSE
1740,-1350000,1835000,0,FALSE
1747,-1000000,1835000,0,FALSE
1752,-750000,1835000,0,FALSE
1780,650000,1835000,0,FALSE
1783,800000,1835000,0,FALSE
1810,-1950000,1785000,0,FALSE
1822,-1350000,1785000,0,FALSE
1869,1000000,1785000,0,FALSE
1887,-2150000,1735000,0,FALSE
1914,-800000,1735000,0,FALSE
1915,-750000,1735000,0,FALSE
1916,-700000,1735000,0,FALSE
1925,-250000,1735000,0,FALSE
1937,350000,1735000,0,FALSE
1948,900000,1735000,0,FALSE
1958,1400000,1735000,0,FALSE
1975,-1800000,1685000,0,FALSE
1982,-1450000,1685000,0,FALSE
1983,-1400000,1685000,0,FALSE
1993,-900000,1685000,0,FALSE
2025,700000,1685000,0,FALSE
2026,750000,1685000,0,FALSE
2032,1050000,1685000,0,FALSE
2038,1350000,1685000,0,FALSE
2049,-2100000,1635000,0,FALSE
2058,-1650000,1635000,0,FALSE
2073,-900000,1635000,0,FALSE
2102,550000,1635000,0,FALSE
2110,950000,1635000,0,FALSE
2132,-2000000,1585000,0,FALSE
2137,-1750000,1585000,0,FALSE
2153,-950000,1585000,0,FALSE
2160,-600000,1585000,0,FALSE
2175,150000,1585000,0,FALSE
2186,700000,1585000,0,FALSE
2219,-1750000,1535000,0,FALSE
2221,-1650000,1535000,0,FALSE
2222,-1600000,1535000,0,FALSE
2235,-950000,1535000,0,FALSE
2242,-600000,1535000,0,FALSE
2259,250000,1535000,0,FALSE
2271,850000,1535000,0,FALSE
2304,-1600000,1485000,0,FALSE
2340,200000,1485000,0,FALSE
2342,300000,1485000,0,FALSE
2352,800000,1485000,0,FALSE
2415,50000,1435000,0,FALSE
2434,1000000,1435000,0,FALSE
2457,-1700000,1385000,0,FALSE
2458,-1650000,1385000,0,FALSE
2480,-550000,1385000,0,FALSE
2493,100000,1385000,0,FALSE
2502,550000,1385000,0,FALSE
2532,-1700000,1335000,0,FALSE
2533,-1650000,1335000,0,FALSE
2536,-1500000,1335000,0,FALSE
2542,-1200000,1335000,0,FALSE
2550,-800000,1335000,0,FALSE
2563,-150000,1335000,0,FALSE
2571,250000,1335000,0,FALSE
2584,900000,1335000,0,FALSE
2586,1000000,1335000,0,FALSE
2587,1050000,1335000,0,FALSE
2595,1450000,1335000,0,FALSE
2598,1600000,1335000,0,FALSE
2601,-1850000,1285000,0,FALSE
2629,-450000,1285000,0,FALSE
2637,-50000,1285000,0,FALSE
2644,300000,1285000,0,FALSE
2652,700000,1285000,0,FALSE
2654,800000,1285000,0,FALSE
2669,1550000,1285000,0,FALSE
2671,-1800000,1235000,0,FALSE
2674,-1650000,1235000,0,FALSE
2686,-1050000,1235000,0,FALSE
2703,-200000,1235000,0,FALSE
2713,300000,1235000,0,FALSE
2714,350000,1235000,0,FALSE
2744,-1450000,1185000,0,FALSE
2752,-1050000,1185000,0,FALSE
2757,-800000,1185000,0,FALSE
2761,-600000,1185000,0,FALSE
2781,400000,1185000,0,FALSE
2795,1100000,1185000,0,FALSE
2803,1500000,1185000,0,FALSE
2811,-1300000,1135000,0,FALSE
2850,650000,1135000,0,FALSE
2853,800000,1135000,0,FALSE
2878,-1000000,1085000,0,FALSE
2885,-650000,1085000,0,FALSE
2939,-850000,1035000,0,FALSE
2940,-800000,1035000,0,FALSE
2953,-150000,1035000,0,FALSE
2966,500000,1035000,0,FALSE
2985,-1250000,985000,0,FALSE
3000,-350000,985000,0,FALSE
3006,-50000,985000,0,FALSE
3007,0,985000,0,FALSE
3014,350000,985000,0,FALSE
3023,800000,985000,0,FALSE
3035,1400000,985000,0,FALSE
3051,-200000,935000,0,FALSE
3057,100000,935000,0,FALSE
3063,400000,935000,0,FALSE
3065,500000,935000,0,FALSE
3075,1000000,935000,0,FALSE
3096,-300000,885000,0,FALSE
3124,1100000,885000,0,FALSE
3134,-700000,835000,0,FALSE
3143,-250000,835000,0,FALSE
3159,550000,835000,0,FALSE
3160,600000,835000,0,FALSE
3165,850000,835000,0,FALSE
3166,900000,835000,0,FALSE
3167,950000,835000,0,FALSE
3168,1000000,835000,0,FALSE
3171,1150000,835000,0,FALSE
3193,-100000,785000,0,FALSE
3197,100000,785000,0,FALSE
3214,1300000,785000,0,FALSE
3217,1450000,785000,0,FALSE
3247,1300000,735000,0,FALSE
3253,-700000,685000,0,FALSE
3258,-350000,685000,0,FALSE
3259,-300000,685000,0,FALSE
3303,-200000,585000,0,FALSE
3304,-150000,585000,0,FALSE
3319,-200000,535000,0,FALSE
3321,-100000,535000,0,FALSE
3329,-300000,485000,0,FALSE
3333,-100000,485000,0,FALSE
3338,1600000,485000,0,FALSE
3350,-200000,385000,0,FALSE
3361,1550000,335000,0,FALSE
30,-1650000,3035000,4,TRUE
35,-1400000,3035000,3,TRUE
56,-1250000,2985000,1,TRUE
68,-2050000,2935000,0,FALSE
90,-950000,2935000,0,FALSE
96,-650000,2935000,0,FALSE
136,-550000,2885000,0,FALSE
142,-250000,2885000,0,TRUE
171,-1350000,2835000,1,TRUE
189,-450000,2835000,0,FALSE
197,-50000,2835000,0,TRUE
201,150000,2835000,4,TRUE
203,250000,2835000,1,TRUE
210,2100000,2835000,54,TRUE
229,-1400000,2785000,8,TRUE
238,-950000,2785000,0,FALSE
259,100000,2785000,0,TRUE
271,2050000,2785000,55,TRUE
292,-1400000,2735000,25,TRUE
295,-1250000,2735000,12,TRUE
330,600000,2735000,0,FALSE
336,2100000,2735000,4,TRUE
349,-1750000,2685000,0,TRUE
357,-1350000,2685000,16,TRUE
379,-250000,2685000,0,FALSE
431,-1250000,2635000,6,TRUE
433,-1150000,2635000,0,FALSE
444,-600000,2635000,0,FALSE
463,350000,2635000,0,TRUE
465,450000,2635000,0,TRUE
470,700000,2635000,3,TRUE
486,2150000,2635000,0,FALSE
505,-1350000,2585000,3,TRUE
509,-1150000,2585000,0,FALSE
569,-2000000,2535000,0,FALSE
612,150000,2535000,0,FALSE
634,1750000,2535000,5,TRUE
639,2000000,2535000,6,TRUE
643,-2200000,2485000,0,FALSE
654,-1650000,2485000,0,FALSE
705,900000,2485000,0,FALSE
723,-2100000,2435000,0,FALSE
782,850000,2435000,0,FALSE
842,-100000,2385000,0,FALSE
854,500000,2385000,0,FALSE
867,1350000,2385000,0,FALSE
874,1700000,2385000,0,FALSE
911,-1000000,2335000,0,FALSE
918,-650000,2335000,0,FALSE
935,200000,2335000,0,FALSE
938,350000,2335000,0,FALSE
965,1950000,2335000,0,FALSE
975,-2100000,2285000,0,FALSE
976,-2050000,2285000,0,FALSE
979,-1900000,2285000,0,FALSE
1032,800000,2285000,0,FALSE
1045,1650000,2285000,0,FALSE
1049,1850000,2285000,0,FALSE
1059,-2050000,2235000,0,FALSE
1088,-600000,2235000,0,FALSE
1171,-650000,2185000,0,FALSE
1183,-50000,2185000,0,FALSE
1192,400000,2185000,0,FALSE
1243,-1150000,2135000,0,FALSE
1297,1550000,2135000,0,FALSE
1358,350000,2085000,0,FALSE
1377,1300000,2085000,0,FALSE
1381,1500000,2085000,0,FALSE
1384,1650000,2085000,0,FALSE
1451,800000,2035000,0,FALSE
1455,1000000,2035000,0,FALSE
1464,1450000,2035000,0,FALSE
1465,1500000,2035000,0,FALSE
1472,1850000,2035000,0,FALSE
1497,-1100000,1985000,0,FALSE
1506,-650000,1985000,0,FALSE
1565,-1850000,1935000,0,FALSE
1665,-1000000,1885000,0,FALSE
1686,50000,1885000,0,FALSE
1687,100000,1885000,0,FALSE
1710,1250000,1885000,0,FALSE
1720,1750000,1885000,0,FALSE
1735,-1600000,1835000,0,FALSE
1743,-1200000,1835000,0,FALSE
1751,-800000,1835000,0,FALSE
1796,1450000,1835000,0,FALSE
1802,1750000,1835000,0,FALSE
1815,-1700000,1785000,0,FALSE
1835,-700000,1785000,0,FALSE
1867,900000,1785000,0,FALSE
1894,-1800000,1735000,0,FALSE
1898,-1600000,1735000,0,FALSE
1901,-1450000,1735000,0,FALSE
1906,-1200000,1735000,0,FALSE
1949,950000,1735000,0,FALSE
1952,1100000,1735000,0,FALSE
1969,-2100000,1685000,0,FALSE
1976,-1750000,1685000,0,FALSE
1977,-1700000,1685000,0,FALSE
1978,-1650000,1685000,0,FALSE
1988,-1150000,1685000,0,FALSE
2000,-550000,1685000,0,FALSE
2054,-1850000,1635000,0,FALSE
2062,-1450000,1635000,0,FALSE
2075,-800000,1635000,0,FALSE
2089,-100000,1635000,0,FALSE
2094,150000,1635000,0,FALSE
2100,450000,1635000,0,FALSE
2114,1150000,1635000,0,FALSE
2120,1450000,1635000,0,FALSE
2128,-2200000,1585000,0,FALSE
2133,-1950000,1585000,0,FALSE
2140,-1600000,1585000,0,FALSE
2151,-1050000,1585000,0,FALSE
2155,-850000,1585000,0,FALSE
2167,-250000,1585000,0,FALSE
2170,-100000,1585000,0,FALSE
2197,1250000,1585000,0,FALSE
2203,1550000,1585000,0,FALSE
2216,-1900000,1535000,0,FALSE
2223,-1550000,1535000,0,FALSE
2225,-1450000,1535000,0,FALSE
2226,-1400000,1535000,0,FALSE
2236,-900000,1535000,0,FALSE
2253,-50000,1535000,0,FALSE
2280,1300000,1535000,0,FALSE
2292,-2200000,1485000,0,FALSE
2303,-1650000,1485000,0,FALSE
2314,-1100000,1485000,0,FALSE
2320,-800000,1485000,0,FALSE
2330,-300000,1485000,0,FALSE
2335,-50000,1485000,0,FALSE
2359,1150000,1485000,0,FALSE
2362,1300000,1485000,0,FALSE
2384,-1500000,1435000,0,FALSE
2406,-400000,1435000,0,FALSE
2417,150000,1435000,0,FALSE
2421,350000,1435000,0,FALSE
2427,650000,1435000,0,FALSE
2430,800000,1435000,0,FALSE
2449,-2150000,1385000,0,FALSE
2469,-1100000,1385000,0,FALSE
2483,-400000,1385000,0,FALSE
2485,-300000,1385000,0,FALSE
2498,350000,1385000,0,FALSE
2505,700000,1385000,0,FALSE
2507,800000,1385000,0,FALSE
2511,1000000,1385000,0,FALSE
2521,1500000,1385000,0,FALSE
2526,-2050000,1335000,0,FALSE
2535,-1550000,1335000,0,FALSE
2556,-500000,1335000,0,FALSE
2564,-100000,1335000,0,FALSE
2581,750000,1335000,0,FALSE
2582,800000,1335000,0,FALSE
2585,950000,1335000,0,FALSE
2610,-1400000,1285000,0,FALSE
2638,0,1285000,0,FALSE
2645,350000,1285000,0,FALSE
2657,950000,1285000,0,FALSE
2658,1000000,1285000,0,FALSE
2660,1100000,1285000,0,FALSE
2664,1300000,1285000,0,FALSE
2676,-1550000,1235000,0,FALSE
2677,-1500000,1235000,0,FALSE
2683,-1200000,1235000,0,FALSE
2707,0,1235000,0,FALSE
2726,950000,1235000,0,FALSE
2733,1300000,1235000,0,FALSE
2734,1350000,1235000,0,FALSE
2769,-200000,1185000,0,FALSE
2799,1300000,1185000,0,FALSE
2817,-1000000,1135000,0,FALSE
2866,1450000,1135000,0,FALSE
2891,-350000,1085000,0,FALSE
2917,950000,1085000,0,FALSE
2949,-350000,1035000,0,FALSE
2952,-200000,1035000,0,FALSE
2956,0,1035000,0,FALSE
2965,450000,1035000,0,FALSE
3049,-300000,935000,0,FALSE
3076,1050000,935000,0,FALSE
3097,-250000,885000,0,FALSE
3116,700000,885000,0,FALSE
3127,1250000,885000,0,FALSE
3130,1400000,885000,0,FALSE
3158,500000,835000,0,FALSE
3194,-50000,785000,0,FALSE
3211,1100000,785000,0,FALSE
3223,-500000,735000,0,FALSE
3256,-450000,685000,0,FALSE
3278,1450000,685000,0,FALSE
3285,-250000,635000,0,FALSE
3300,-350000,585000,0,FALSE
3314,1600000,585000,0,FALSE
3328,-350000,485000,0,FALSE
27,-1800000,3035000,7,TRUE
31,-1600000,3035000,4,TRUE
40,-2050000,2985000,0,FALSE
50,-1550000,2985000,17,TRUE
60,-1050000,2985000,0,FALSE
64,2100000,2985000,18,TRUE
78,-1550000,2935000,29,TRUE
93,-800000,2935000,0,FALSE
94,-750000,2935000,0,FALSE
102,2100000,2935000,5,TRUE
107,-2000000,2885000,0,FALSE
119,-1400000,2885000,10,TRUE
153,2100000,2885000,31,TRUE
161,-1850000,2835000,0,FALSE
180,-900000,2835000,0,FALSE
185,-650000,2835000,0,FALSE
193,-250000,2835000,0,FALSE
202,200000,2835000,4,TRUE
231,-1300000,2785000,0,TRUE
232,-1250000,2785000,3,TRUE
235,-1100000,2785000,0,FALSE
239,-900000,2785000,0,FALSE
274,2200000,2785000,9,TRUE
290,-1500000,2735000,2,TRUE
297,-1150000,2735000,0,FALSE
312,-400000,2735000,0,FALSE
326,300000,2735000,7,TRUE
358,-1300000,2685000,5,TRUE
360,-1200000,2685000,0,TRUE
376,-400000,2685000,0,FALSE
387,150000,2685000,1,TRUE
419,-1850000,2635000,0,FALSE
421,-1750000,2635000,0,TRUE
424,-1600000,2635000,0,TRUE
456,0,2635000,0,FALSE
477,1700000,2635000,1,TRUE
512,-1000000,2585000,0,FALSE
537,250000,2585000,0,TRUE
564,-2250000,2535000,0,FALSE
567,-2100000,2535000,0,FALSE
570,-1950000,2535000,0,FALSE
584,-1250000,2535000,6,TRUE
668,-950000,2485000,0,FALSE
712,1750000,2485000,8,TRUE
748,-850000,2435000,0,FALSE
783,900000,2435000,0,FALSE
786,1050000,2435000,0,FALSE
789,1650000,2435000,0,TRUE
822,-1100000,2385000,0,FALSE
830,-700000,2385000,0,FALSE
907,-1200000,2335000,15,TRUE
948,900000,2335000,0,FALSE
950,1000000,2335000,0,FALSE
973,-2200000,2285000,0,FALSE
995,-1100000,2285000,0,FALSE
996,-1050000,2285000,0,FALSE
1016,-50000,2285000,0,FALSE
1035,950000,2285000,0,FALSE
1041,1450000,2285000,0,FALSE
1043,1550000,2285000,0,FALSE
1056,-2200000,2235000,0,FALSE
1101,50000,2235000,0,FALSE
1123,1350000,2235000,0,FALSE
1129,1650000,2235000,0,FALSE
1191,350000,2185000,0,FALSE
1193,450000,2185000,0,FALSE
1212,1600000,2185000,0,FALSE
1228,-1900000,2135000,0,FALSE
1272,300000,2135000,0,FALSE
1282,800000,2135000,0,FALSE
1293,1350000,2135000,0,FALSE
1299,1650000,2135000,0,FALSE
1305,-2300000,2085000,0,FALSE
1363,600000,2085000,0,FALSE
1370,950000,2085000,0,FALSE
1371,1000000,2085000,0,FALSE
1372,1050000,2085000,0,FALSE
1379,1400000,2085000,0,FALSE
1407,-1400000,2035000,0,FALSE
1418,-850000,2035000,0,FALSE
1421,-700000,2035000,0,FALSE
1439,200000,2035000,0,FALSE
1440,250000,2035000,0,FALSE
1443,400000,2035000,0,FALSE
1444,450000,2035000,0,FALSE
1467,1600000,2035000,0,FALSE
1508,-550000,1985000,0,FALSE
1542,1150000,1985000,0,FALSE
1576,-1300000,1935000,0,FALSE
1591,-550000,1935000,0,FALSE
1621,950000,1935000,0,FALSE
1622,1000000,1935000,0,FALSE
1627,1250000,1935000,0,FALSE
1631,1450000,1935000,0,FALSE
1652,-1650000,1885000,0,FALSE
1662,-1150000,1885000,0,FALSE
1679,-300000,1885000,0,FALSE
1705,1000000,1885000,0,FALSE
1754,-650000,1835000,0,FALSE
1800,1650000,1835000,0,FALSE
1819,-1500000,1785000,0,FALSE
1832,-850000,1785000,0,FALSE
1840,-450000,1785000,0,FALSE
1849,0,1785000,0,FALSE
1852,150000,1785000,0,FALSE
1883,1700000,1785000,0,FALSE
1886,-2200000,1735000,0,FALSE
1892,-1900000,1735000,0,FALSE
1908,-1100000,1735000,0,FALSE
1960,1500000,1735000,0,FALSE
1963,1650000,1735000,0,FALSE
1972,-1950000,1685000,0,FALSE
2002,-450000,1685000,0,FALSE
2020,450000,1685000,0,FALSE
2033,1100000,1685000,0,FALSE
2045,1700000,1685000,0,FALSE
2050,-2050000,1635000,0,FALSE
2074,-850000,1635000,0,FALSE
2088,-150000,1635000,0,FALSE
2115,1200000,1635000,0,FALSE
2118,1350000,1635000,0,FALSE
2150,-1100000,1585000,0,FALSE
2159,-650000,1585000,0,FALSE
2184,600000,1585000,0,FALSE
