x50,y50,lon,lat,total_count,in_range
-1150000,2935000,-111.487548848466,48.5712194405497,0,FALSE
-1100000,2935000,-110.825289270301,48.6433965027861,0,FALSE
-1050000,2935000,-110.161574890617,48.7124617159973,0,FALSE
-1000000,2935000,-109.496468646603,48.7783999733438,0,FALSE
-950000,2935000,-108.830026222145,48.8412046561816,0,FALSE
-900000,2935000,-108.16230956164,48.9008579444801,0,FALSE
-850000,2935000,-107.493395159889,48.9573499576627,12,FALSE
-800000,2935000,-106.823311005254,49.0106696713678,0,FALSE
-750000,2935000,-106.152156667735,49.0608164945375,1,FALSE
-700000,2935000,-105.479992810071,49.1077733970027,0,FALSE
-650000,2935000,-104.806865989136,49.1515283872925,0,FALSE
-600000,2935000,-104.132855499805,49.1920783173635,1,FALSE
50000,2935000,-95.3206353008994,49.4246537982582,0,TRUE
100000,2935000,-94.6413159797165,49.4197691644798,0,TRUE
2000000,2935000,-69.5305289572354,46.8822366835495,14,TRUE
2050000,2935000,-68.9036837191155,46.7566505633992,8,TRUE
2100000,2935000,-68.2792539113464,46.6282572225885,5,TRUE
2150000,2935000,-67.6572724385743,46.4970843359059,13,TRUE
-2150000,2885000,-124.153147969917,46.0660070848613,0,FALSE
-2100000,2885000,-123.534841328266,46.1961644357868,0,FALSE
-2050000,2885000,-122.914128785432,46.3235504182303,0,FALSE
-2000000,2885000,-122.291047481948,46.4481507139875,0,FALSE
-1950000,2885000,-121.665644220693,46.5699471161707,0,FALSE
-1900000,2885000,-121.037953920974,46.6889201849288,0,FALSE
-1850000,2885000,-120.40801747751,46.8050525069455,0,FALSE
-1800000,2885000,-119.775877298694,46.9183249863319,0,FALSE
-1750000,2885000,-119.141581849918,47.0287215778343,0,FALSE
-1700000,2885000,-118.505174998424,47.136224514391,0,FALSE
-1650000,2885000,-117.866704919148,47.2408178782891,2,FALSE
-1600000,2885000,-117.226219771308,47.3424850688003,100,TRUE
-1550000,2885000,-116.583766817315,47.4412092581095,46,TRUE
-1500000,2885000,-115.939397629601,47.5369728113951,10,TRUE
-1450000,2885000,-115.293161243123,47.6297603798853,5,TRUE
-1400000,2885000,-114.645111768531,47.7195572370623,10,TRUE
-1350000,2885000,-113.995301264843,47.8063489294944,0,TRUE
-1300000,2885000,-113.343781962921,47.890121558013,0,TRUE
-1250000,2885000,-112.690610518949,47.9708590123778,2,TRUE
-1200000,2885000,-112.035840782544,48.048549086942,2,FALSE
-1150000,2885000,-111.379532138961,48.1231767878965,0,FALSE
-1100000,2885000,-110.721738982758,48.1947288259881,0,FALSE
-1050000,2885000,-110.062520900654,48.2631927388236,0,FALSE
-1000000,2885000,-109.401937039644,48.3285558597963,0,FALSE
-950000,2885000,-108.740046739616,48.3908079141358,0,FALSE
-900000,2885000,-108.076908219285,48.449939696739,0,FALSE
-850000,2885000,-107.412587066948,48.505935287017,1,FALSE
-800000,2885000,-106.747141699654,48.5587873145078,0,FALSE
-750000,2885000,-106.080638011766,48.6084862381833,0,FALSE
-700000,2885000,-105.413138026013,48.655021624958,0,FALSE
-650000,2885000,-104.744703388572,48.6983867024283,1,FALSE
-600000,2885000,-104.075401018172,48.7385739045185,0,FALSE
-550000,2885000,-103.405296944724,48.7755726819534,0,FALSE
-500000,2885000,-102.734451266843,48.8093776896219,6,FALSE
-450000,2885000,-102.062934125053,48.8399839148001,0,FALSE
-400000,2885000,-101.390806404747,48.8673844104542,4,FALSE
-350000,2885000,-100.718143786867,48.8915713891201,2,FALSE
-300000,2885000,-100.04500567428,48.9125444540545,1,TRUE
-250000,2885000,-99.3714619452169,48.9302971389214,0,TRUE
-150000,2885000,-98.0234203876525,48.9561312225334,0,TRUE
-100000,2885000,-97.3490605422279,48.9642073126465,0,TRUE
-50000,2885000,-96.6745640527728,48.9690518567947,1,TRUE
0,2885000,-96.0000064893933,48.9706680856778,1,TRUE
50000,2885000,-95.3254455388272,48.9690550637277,0,TRUE
100000,2885000,-94.6509499954298,48.9642128624833,0,TRUE
1950000,2885000,-70.3343511214951,46.5699500753741,10,TRUE
2000000,2885000,-69.7089436445446,46.4481548004831,11,TRUE
2050000,2885000,-69.0858685956939,46.3235551326322,27,TRUE
2100000,2885000,-68.4651588887034,46.1961684346516,31,TRUE
2150000,2885000,-67.8468570793633,46.0660136069417,9,TRUE
-2150000,2835000,-123.966007739587,45.6351958572938,0,FALSE
-2100000,2835000,-123.351342582529,45.7643587641034,0,FALSE
-2050000,2835000,-122.734314669015,45.8907662864064,0,FALSE
-2000000,2835000,-122.114960495627,46.0144025626275,0,FALSE
-1950000,2835000,-121.493331727408,46.1352475811016,0,FALSE
-1900000,2835000,-120.869453525473,46.2532878405927,0,FALSE
-1850000,2835000,-120.243373902671,46.3685031521601,0,FALSE
-1800000,2835000,-119.615134554676,46.4808764732146,0,FALSE
-1750000,2835000,-118.984781159526,46.5903908802944,0,FALSE
-1700000,2835000,-118.352357522705,46.6970301236069,0,FALSE
-1650000,2835000,-117.71791068899,46.8007779901175,1,FALSE
-1600000,2835000,-117.081487575634,46.9016186184269,124,TRUE
-1550000,2835000,-116.443136033377,46.9995353119642,4,TRUE
-1500000,2835000,-115.802904751804,47.094512472278,3,TRUE
-1450000,2835000,-115.160845736921,47.1865339418036,6,TRUE
-1400000,2835000,-114.517008587968,47.2755858069188,1,TRUE
-1350000,2835000,-113.871445050628,47.3616548062373,1,TRUE
-1300000,2835000,-113.224207399955,47.4447256103121,0,TRUE
-1250000,2835000,-112.575350261847,47.5247839547667,5,TRUE
-1200000,2835000,-111.924928927009,47.6018169236374,1,FALSE
-1150000,2835000,-111.27299749329,47.6758117659898,1,FALSE
-1100000,2835000,-110.619612725404,47.7467550429965,0,FALSE
-1050000,2835000,-109.964831170176,47.8146333138399,0,FALSE
-1000000,2835000,-109.308711362193,47.8794362628276,0,FALSE
-950000,2835000,-108.6513120483,47.9411531574938,0,FALSE
-900000,2835000,-107.992691893929,47.9997729188431,1,FALSE
-850000,2835000,-107.332912055377,48.0552833835314,0,FALSE
-800000,2835000,-106.672031972892,48.1076757168689,1,FALSE
-750000,2835000,-106.010114074686,48.1569408061238,0,FALSE
-700000,2835000,-105.347220483236,48.2030710034329,0,FALSE
-650000,2835000,-104.683412903156,48.2460566174759,0,FALSE
-600000,2835000,-104.018754669619,48.2858893153622,0,FALSE
-550000,2835000,-103.353309457619,48.3225628834279,0,FALSE
-500000,2835000,-102.687141004958,48.3560695435567,0,FALSE
-450000,2835000,-102.020313874948,48.3864049044909,0,FALSE
-400000,2835000,-101.352891440655,48.4135621124951,4,FALSE
-350000,2835000,-100.684939981041,48.4375354833297,2,FALSE
-300000,2835000,-100.016527218412,48.4583211486208,0,FALSE
-250000,2835000,-99.3477157576692,48.4759171103027,2,FALSE
-200000,2835000,-98.6785717942889,48.4903184128158,1,TRUE
-150000,2835000,-98.0091610849095,48.5015216972278,1,TRUE
-100000,2835000,-97.3395555124943,48.5095250795801,0,TRUE
-50000,2835000,-96.6698115965973,48.5143275163239,0,TRUE
0,2835000,-96.0000039201961,48.5159308092361,1,TRUE
50000,2835000,-95.3301960390057,48.5143309353046,3,TRUE
100000,2835000,-94.6604508757051,48.5095282213004,1,TRUE
150000,2835000,-93.9908380770121,48.5015239659039,4,TRUE
200000,2835000,-93.3214253392893,48.4903201870313,4,TRUE
250000,2835000,-92.6522759066935,48.475915935041,1,TRUE
300000,2835000,-91.9834602721287,48.4583175724916,5,TRUE
400000,2835000,-90.6471165275859,48.4135638055177,4,TRUE
550000,2835000,-88.6466915320881,48.3225626176597,96,TRUE
1950000,2835000,-70.506668638906,46.1352523753917,1,TRUE
2000000,2835000,-69.8850338348487,46.0144072259477,12,TRUE
2050000,2835000,-69.2656832950739,45.8907710876627,80,TRUE
2100000,2835000,-68.6486564041498,45.7643644904214,54,TRUE
2150000,2835000,-68.0339922602737,45.6352042746021,4,TRUE
2200000,2835000,-67.4217284444601,45.5033085389255,13,TRUE
-2200000,2785000,-124.38997074155,45.073705590573,0,FALSE
-2150000,2785000,-123.781267248108,45.2046176331853,0,FALSE
-2100000,2785000,-123.170204054294,45.3328080172888,0,FALSE
-2050000,2785000,-122.556822048144,45.45825935181,0,FALSE
-2000000,2785000,-121.941159763896,45.5809533858978,0,FALSE
-1950000,2785000,-121.323257862868,45.7008718899002,0,FALSE
-1900000,2785000,-120.703153437061,45.8180002889014,0,FALSE
-1850000,2785000,-120.080888987401,45.9323201204755,0,FALSE
-1800000,2785000,-119.456506067719,46.0438154381111,0,FALSE
-1750000,2785000,-118.830049766138,46.152469381733,1,FALSE
-1700000,2785000,-118.201563406335,46.2582657048174,5,TRUE
-1650000,2785000,-117.571092422831,46.3611883685102,0,TRUE
-1600000,2785000,-116.938683807989,46.461222370979,7,TRUE
-1550000,2785000,-116.304384196972,46.5583517046871,2,TRUE
-1500000,2785000,-115.668241638533,46.6525615767592,1,TRUE
-1450000,2785000,-115.030306303664,46.7438354709386,1,TRUE
-1400000,2785000,-114.390629531162,46.832160286886,8,TRUE
-1350000,2785000,-113.749260122114,46.9175251022855,13,TRUE
-1300000,2785000,-113.106252006275,46.9999121378804,0,TRUE
-1250000,2785000,-112.461655084182,47.0793087013163,3,TRUE
-1200000,2785000,-111.81552397549,47.1557019468843,0,FALSE
-1150000,2785000,-111.167913824152,47.2290796286847,0,FALSE
-1100000,2785000,-110.51888041329,47.2994283650466,0,FALSE
-1050000,2785000,-109.868478507139,47.3667366106989,0,FALSE
-1000000,2785000,-109.216765325715,47.4309931506038,0,FALSE
-950000,2785000,-108.563797686698,47.4921882169885,0,FALSE
-900000,2785000,-107.909635411257,47.5503096374228,0,FALSE
-850000,2785000,-107.254336407699,47.6053476157171,0,FALSE
-800000,2785000,-106.597960766393,47.6572932255493,0,FALSE
-700000,2785000,-105.282217934438,47.7518703483029,0,FALSE
-650000,2785000,-104.622973858119,47.7944858664582,0,FALSE
-600000,2785000,-103.962894873036,47.8339743825041,2,FALSE
-550000,2785000,-103.302048140939,47.8703311766659,0,FALSE
-500000,2785000,-102.640490790603,47.9035479230808,1,FALSE
-400000,2785000,-101.315505768706,47.9605404832261,1,FALSE
-350000,2785000,-100.65220343919,47.984305264697,0,FALSE
-300000,2785000,-99.9884473692496,48.0049104357337,1,FALSE
-250000,2785000,-99.324303103584,48.0223530220059,0,FALSE
-200000,2785000,-98.6598330133486,48.0366278684214,2,FALSE
-100000,2785000,-97.3301776630708,48.0556672305879,0,TRUE
-50000,2785000,-96.665122546838,48.0604279296598,1,TRUE
0,2785000,-96.0000015147631,48.0620158119491,0,TRUE
50000,2785000,-95.3348823145924,48.0604298280833,1,TRUE
100000,2785000,-94.6698233026246,48.0556684658759,0,TRUE
150000,2785000,-94.0048959270843,48.0477350463897,1,TRUE
200000,2785000,-93.3401645214236,48.0366281538403,0,TRUE
250000,2785000,-92.6756942817593,48.0223511455104,4,TRUE
300000,2785000,-92.0115504398173,48.0049117563328,21,TRUE
350000,2785000,-91.3477975209589,47.9843065564997,16,TRUE
400000,2785000,-90.6845036809804,47.9605399161754,78,TRUE
450000,2785000,-90.0217221165395,47.9336226989668,34,TRUE
500000,2785000,-89.3595260117118,47.9035575485126,74,TRUE
550000,2785000,-88.6979622211281,47.870332034353,64,FALSE
1950000,2785000,-70.6767402542768,45.7008752966752,3,TRUE
2000000,2785000,-70.0588362662863,45.5809568985751,27,TRUE
2050000,2785000,-69.443173730937,45.4582639237871,55,TRUE
2100000,2785000,-68.8297909872228,45.332814591009,8,TRUE
2150000,2785000,-68.2187269301224,45.2046259432757,5,TRUE
2200000,2785000,-67.6100186718221,45.0737155823609,9,TRUE
2250000,2785000,-67.003702269256,44.9401012433577,9,TRUE
-2200000,2735000,-124.204066766455,44.6442928387483,0,FALSE
-2150000,2735000,-123.598884793806,44.7742411610018,0,FALSE
-2100000,2735000,-122.991385593519,44.9014820245376,0,FALSE
-2050000,2735000,-122.381610451635,45.0259975067049,0,FALSE
-2000000,2735000,-121.769598303553,45.1477708009647,0,FALSE
-1950000,2735000,-121.155386605955,45.2667842628785,0,FALSE
-1900000,2735000,-120.539013978403,45.3830231035166,0,FALSE
-1850000,2735000,-119.920522487896,45.4964690887269,0,FALSE
-1800000,2735000,-119.299950450764,45.6071089260427,0,FALSE
-1750000,2735000,-118.67734907159,45.7149211773955,0,TRUE
-1700000,2735000,-118.052754825589,45.8198942656716,0,TRUE
-1650000,2735000,-117.426212950884,45.9220115461018,0,TRUE
-1600000,2735000,-116.797770522828,46.0212594619409,0,TRUE
-1550000,2735000,-116.167475553311,46.1176211802185,0,TRUE
-1500000,2735000,-115.535374198856,46.2110823086983,2,TRUE
-1450000,2735000,-114.901513572401,46.3016269092517,0,TRUE
-1400000,2735000,-114.265944462349,46.3892456788843,25,TRUE
-1350000,2735000,-113.628715560547,46.4739211444767,10,TRUE
-1300000,2735000,-112.989881418549,46.5556400293361,0,TRUE
-1250000,2735000,-112.349491918944,46.6343911984023,12,TRUE
-1200000,2735000,-111.707601287673,46.7101626793575,2,FALSE
-1150000,2735000,-111.064255249239,46.7829366534123,0,FALSE
-1100000,2735000,-110.419516396059,46.8527062469476,0,FALSE
-1050000,2735000,-109.773437282828,46.9194585954706,0,FALSE
-1000000,2735000,-109.126073329897,46.9831825089554,1,FALSE
-950000,2735000,-108.477480593446,47.0438683605884,0,FALSE
-900000,2735000,-107.827716111141,47.1015044337372,0,FALSE
-850000,2735000,-107.17683916057,47.1560817135921,0,FALSE
-800000,2735000,-106.524908396853,47.2075932477495,0,FALSE
-750000,2735000,-105.871979921511,47.2560254121453,0,FALSE
-700000,2735000,-105.218112306263,47.3013733917853,0,FALSE
-650000,2735000,-104.563367442743,47.3436276155121,0,FALSE
-600000,2735000,-103.907806140899,47.3827812200939,0,FALSE
-550000,2735000,-103.25149503606,47.4188298611419,0,FALSE
-500000,2735000,-102.5944865415,47.4517641194342,0,FALSE
-450000,2735000,-101.936847578737,47.4815793944936,0,FALSE
-400000,2735000,-101.278638743776,47.5082698888487,2,FALSE
-350000,2735000,-100.619921785345,47.531830613475,3,FALSE
-300000,2735000,-99.9607593580472,47.5522594231968,0,FALSE
-250000,2735000,-99.3012171828397,47.5695522684754,1,FALSE
-200000,2735000,-98.6413562480692,47.5837051809371,0,FALSE
-100000,2735000,-97.3209349605268,47.6025815730419,0,FALSE
-50000,2735000,-96.6605002482872,47.6073015223553,2,TRUE
0,2735000,-96.0000015309552,47.6088744950346,5,TRUE
50000,2735000,-95.3395024197597,47.6073017280822,0,TRUE
100000,2735000,-94.6790673591999,47.6025817953093,0,TRUE
150000,2735000,-94.0187598863008,47.5947160640657,0,TRUE
200000,2735000,-93.3586432756584,47.5837062006271,1,TRUE
250000,2735000,-92.6987836625179,47.5695488190079,2,TRUE
300000,2735000,-92.0392406177524,47.5522583542852,7,TRUE
350000,2735000,-91.380080170463,47.5318319865671,87,TRUE
400000,2735000,-90.7213647962847,47.5082714380863,27,TRUE
550000,2735000,-88.7485083943932,47.4188291245675,0,TRUE
600000,2735000,-88.0921950487924,47.3827812490345,1,FALSE
650000,2735000,-87.4366364956474,47.3436263704981,0,FALSE
1900000,2735000,-71.4609849289288,45.3830240963321,6,TRUE
1950000,2735000,-70.8446113305664,45.2667870166081,25,TRUE
2000000,2735000,-70.2303972745836,45.1477740738739,37,TRUE
2050000,2735000,-69.6183834728863,45.0260023279712,2,TRUE
2100000,2735000,-69.0086087274,44.9014884763742,4,TRUE
2150000,2735000,-68.4011099872722,44.7742499377212,17,TRUE
2200000,2735000,-67.7959203736645,44.6443029250288,4,TRUE
2250000,2735000,-67.1930813361053,44.5116647668273,3,TRUE
-2200000,2685000,-124.02051480128,44.2150317416184,0,FALSE
-2150000,2685000,-123.418816042547,44.3440382879704,0,FALSE
-2100000,2685000,-122.814843428474,44.470350691824,0,FALSE
-2050000,2685000,-122.208638098869,44.5939513810901,0,FALSE
-2000000,2685000,-121.600236644277,44.7148259298732,0,FALSE
-1950000,2685000,-120.989674867264,44.832955205107,0,FALSE
-1900000,2685000,-120.376993724368,44.9483240139106,0,FALSE
-1850000,2685000,-119.762232840091,45.0609166959533,0,FALSE
-1800000,2685000,-119.145432122642,45.1707220336069,0,TRUE
-1750000,2685000,-118.526639956393,45.2777105217296,0,TRUE
-1700000,2685000,-117.90589287711,45.3818812010994,0,TRUE
-1650000,2685000,-117.283235541405,45.4832124352776,0,TRUE
-1600000,2685000,-116.658712322516,45.5816923347954,0,TRUE
-1550000,2685000,-116.032373562756,45.6773045017994,3,TRUE
-1500000,2685000,-115.404263735294,45.7700349845895,0,TRUE
-1450000,2685000,-114.774428189128,45.8598698483463,0,TRUE
-1400000,2685000,-114.142918787608,45.9467992917977,3,TRUE
-1350000,2685000,-113.509780049327,46.0308013550754,16,TRUE
-1300000,2685000,-112.875069121501,46.1118702559755,5,TRUE
-1250000,2685000,-112.238833155574,46.1899909150082,1,TRUE
-1200000,2685000,-111.601125368422,46.2651537364283,0,TRUE
-1150000,2685000,-110.961991642417,46.3373407404143,2,FALSE
-1100000,2685000,-110.321492639281,46.4065460013088,2,FALSE
-1050000,2685000,-109.67968083317,46.4727568614002,0,FALSE
-1000000,2685000,-109.036610290447,46.5359615895037,0,FALSE
-950000,2685000,-108.392335024281,46.5961503138845,0,FALSE
-800000,2685000,-106.452850999408,46.7585286621145,0,FALSE
-700000,2685000,-105.154881925766,46.8515326779544,0,FALSE
-650000,2685000,-104.504577696201,46.8934355070488,0,FALSE
-600000,2685000,-103.853473997981,46.9322633813244,0,FALSE
-550000,2685000,-103.201633980413,46.9680107310446,0,FALSE
-500000,2685000,-102.549113998863,47.0006697792495,1,FALSE
-450000,2685000,-101.895975389504,47.0302354303254,0,FALSE
-400000,2685000,-101.242279675501,47.0567022194857,0,FALSE
-350000,2685000,-100.588086898593,47.0800669034272,3,FALSE
-300000,2685000,-99.9334552098243,47.1003247860925,0,FALSE
-250000,2685000,-99.2784500304491,47.1174689307301,0,FALSE
-200000,2685000,-98.6231351464366,47.1315018356793,2,FALSE
-150000,2685000,-97.9675719068131,47.1424198448578,0,FALSE
-100000,2685000,-97.3118191767245,47.1502192226611,0,FALSE
-50000,2685000,-96.6559415088405,47.154899325762,0,FALSE
0,2685000,-96.0000014210416,47.1564591286036,1,TRUE
50000,2685000,-95.3440610906269,47.1548997101512,1,TRUE
100000,2685000,-94.6881835301603,47.1502194986402,1,TRUE
150000,2685000,-94.0324313689751,47.1424200620507,1,TRUE
200000,2685000,-93.3768684788266,47.1315042772383,3,TRUE
250000,2685000,-92.7215517641475,47.1174662695802,8,TRUE
300000,2685000,-92.0665480964572,47.1003219121314,2,TRUE
350000,2685000,-91.411919140626,47.080066671644,5,TRUE
400000,2685000,-90.7577259305449,47.0567033821203,0,TRUE
450000,2685000,-90.1040287406303,47.0302362568669,0,TRUE
500000,2685000,-89.4508880345843,47.0006687913631,0,TRUE
550000,2685000,-88.7983682463696,46.9680095197817,1,TRUE
600000,2685000,-88.1465282163012,46.9322626269099,6,TRUE
650000,2685000,-87.4954270990378,46.8934339352375,0,TRUE
750000,2685000,-86.1956834870506,46.8065582004305,0,TRUE
800000,2685000,-85.5471601323746,46.7585277987179,0,TRUE
850000,2685000,-84.8996139174757,46.7074451795175,5,TRUE
900000,2685000,-84.2530916965949,46.6533170768607,157,TRUE
1800000,2685000,-72.8545671804252,45.1707175557146,5,TRUE
1850000,2685000,-72.2377690339484,45.0609176362494,25,TRUE
1900000,2685000,-71.623004821057,44.9483239475011,89,TRUE
1950000,2685000,-71.0103245125402,44.8329569723512,80,TRUE
2000000,2685000,-70.3997618876306,44.7148280484738,21,TRUE
2050000,2685000,-69.7913570766929,44.59395582406,0,TRUE
2100000,2685000,-69.1851491926563,44.4703556289223,8,TRUE
2150000,2685000,-68.5811796096497,44.3440438142203,7,TRUE
2200000,2685000,-67.9794674536805,44.2150381678463,8,TRUE
-2250000,2635000,-124.435259844348,43.6551450404467,0,FALSE
-2200000,2635000,-123.839272783142,43.7858946602512,0,FALSE
-2150000,2635000,-123.241020315883,43.9139794798716,0,FALSE
-2100000,2635000,-122.640537782803,44.0393844095719,0,FALSE
-2050000,2635000,-122.03786421662,44.1620926639831,0,FALSE
-2000000,2635000,-121.433033753022,44.2820878708636,0,FALSE
-1950000,2635000,-120.826085969434,44.3993522314136,0,FALSE
-1900000,2635000,-120.217046733838,44.5138749510824,0,FALSE
-1850000,2635000,-119.60598149038,44.6256300455052,0,FALSE
-1800000,2635000,-118.992911031464,44.7346124653438,0,FALSE
-1750000,2635000,-118.377883270453,44.8408046703262,0,TRUE
-1700000,2635000,-117.76093970986,44.9441908865936,0,TRUE
-1650000,2635000,-117.14211868524,45.0447555045143,0,TRUE
-1600000,2635000,-116.521472289047,45.1424853304165,0,TRUE
-1550000,2635000,-115.899043609178,45.2373659678815,9,TRUE
-1500000,2635000,-115.274877219715,45.3293836389977,0,TRUE
-1450000,2635000,-114.649020118067,45.4185251857264,0,TRUE
-1400000,2635000,-114.021519900845,45.5047781306659,0,TRUE
-1350000,2635000,-113.392423274916,45.5881268522259,8,TRUE
-1300000,2635000,-112.761782717815,45.668560394512,9,TRUE
-1250000,2635000,-112.129648168408,45.7460666303337,6,TRUE
-1200000,2635000,-111.496069838998,45.8206357339976,9,TRUE
-1150000,2635000,-110.861095209611,45.8922511477705,10,FALSE
-1100000,2635000,-110.224782157076,45.9609058296223,2,FALSE
-1050000,2635000,-109.587183587157,46.0265880653974,0,FALSE
-1000000,2635000,-108.948350095295,46.0892871535362,0,FALSE
-950000,2635000,-108.308334979104,46.1489918211042,0,FALSE
-900000,2635000,-107.667194804247,46.2056944121081,0,FALSE
-850000,2635000,-107.024986253858,46.2593863081284,0,FALSE
-750000,2635000,-105.7375878523,46.3577008589868,0,FALSE
-650000,2635000,-104.44658632987,46.4438657847237,0,FALSE
-600000,2635000,-103.799880629665,46.4823768425392,0,FALSE
-550000,2635000,-103.152453606005,46.5178301367164,0,FALSE
-500000,2635000,-102.504359482585,46.5502197979077,1,FALSE
-450000,2635000,-101.85566038883,46.5795422962742,0,FALSE
-400000,2635000,-101.206415784053,46.6057914666366,0,FALSE
-350000,2635000,-100.556682467185,46.628963215207,9,FALSE
-300000,2635000,-99.906521694385,46.6490530153275,0,FALSE
-250000,2635000,-99.2559953477371,46.6660548781921,0,FALSE
-200000,2635000,-98.6051635662372,46.6799708083337,0,FALSE
